StudentID,Probability and Random Processes ,Digital Systems,Algorithms and Problem Solving,Environmental Science, Life Skills ,Computer Organisation and Architecture,Operating Systems and Systems Programming,Information Security Lab,Indian Constitution and Traditional Knowledge,Fundamentals of Machine learning,Fundamentals of Computer security,Introduction to Big data and Data Analytics,Object Oriented Analysis and Design using Java, Image Processing and Computer Vision, Automata Theory and its applications,Computer Networks and Internet of Things,Software Engineering,Artificial Intelligence,Sensor Technology & Android Programming,Fundamentals of Distributed and Cloud Computing,Introduction to Large Scale Database Systems,Web Technology and Cyber Security, Introduction to Compiler Design, Cloud based Enterprise Systems,Advanced Blockchain,Big Data with Hadoop and Spark,Introduction to Deep Learning,Cryptography and its Applications,Information Retrieval and Semantic Web, IoT Analytics,Optimization Techniques,Artificial Intelligence for Healthcare,Cloud Computing Essentials,Agile,Kubernetes,International Studies
184,6.0 ,8.3 ,8.1 ,5.6 ,5.1 ,8.1 ,8.2 ,8.6 ,6.2 ,4.5 ,9.8 ,7.1 ,6.3 ,5.1 ,7.1 ,4.9 ,6.9 ,5.8 ,5.5 ,8.5 ,4.7 ,7.2 ,4.7 ,7.9 ,4.9 ,5.8 ,4.4 ,8.8 ,5.3 ,4.8 ,6.3 ,5.8 ,5.3 ,6.4 ,9.7 ,8.6 
185,5.4 ,9.1 ,7.8 ,7.1 ,9.9 ,7.7 ,9.0 ,4.9 ,7.9 ,5.5 ,9.3 ,8.1 ,9.9 ,6.8 ,5.5 ,6.5 ,9.4 ,5.9 ,6.0 ,4.3 ,5.8 ,4.4 ,6.5 ,4.5 ,9.9 ,6.4 ,9.8 ,4.1 ,5.0 ,5.7 ,4.6 ,9.5 ,4.5 ,6.2 ,5.1 ,9.3 
186,4.8 ,9.3 ,9.5 ,9.5 ,7.7 ,7.6 ,4.4 ,8.1 ,4.4 ,9.0 ,6.3 ,4.7 ,7.2 ,7.4 ,4.3 ,4.8 ,5.5 ,7.2 ,4.9 ,6.4 ,9.0 ,10.0 ,4.8 ,9.0 ,7.1 ,9.9 ,8.5 ,5.9 ,5.0 ,6.2 ,9.5 ,9.9 ,7.9 ,9.9 ,8.9 ,4.2 
187,6.7 ,6.1 ,7.1 ,6.7 ,5.2 ,6.6 ,6.4 ,5.7 ,9.1 ,6.3 ,4.4 ,7.3 ,6.3 ,6.5 ,6.6 ,4.3 ,9.0 ,7.9 ,10.0 ,8.9 ,6.0 ,9.2 ,9.2 ,4.8 ,6.1 ,6.6 ,8.6 ,9.2 ,4.8 ,4.0 ,5.3 ,5.2 ,4.3 ,7.8 ,4.1 ,6.9 
188,8.2 ,5.9 ,5.6 ,7.1 ,7.8 ,7.8 ,7.3 ,5.5 ,5.5 ,5.6 ,4.4 ,7.3 ,5.9 ,5.4 ,6.1 ,5.7 ,8.4 ,4.5 ,7.6 ,7.0 ,4.0 ,5.7 ,8.1 ,8.0 ,8.5 ,7.9 ,9.1 ,7.0 ,4.7 ,4.2 ,7.5 ,5.9 ,5.3 ,4.0 ,5.2 ,7.9 
189,5.5 ,8.1 ,8.2 ,5.4 ,7.5 ,6.9 ,5.1 ,4.8 ,6.2 ,7.3 ,7.2 ,7.6 ,7.5 ,7.5 ,6.5 ,8.9 ,6.3 ,4.2 ,7.6 ,5.9 ,9.1 ,5.3 ,5.0 ,10.0 ,5.0 ,5.4 ,8.4 ,9.8 ,9.3 ,6.8 ,9.9 ,6.9 ,9.5 ,7.3 ,5.6 ,4.3 
190,8.3 ,8.0 ,7.6 ,8.8 ,9.0 ,6.8 ,7.6 ,6.0 ,4.3 ,9.2 ,9.8 ,8.4 ,8.3 ,5.1 ,8.3 ,7.3 ,9.2 ,5.3 ,5.0 ,4.3 ,8.1 ,8.1 ,9.8 ,5.9 ,5.0 ,9.0 ,9.0 ,8.2 ,7.2 ,9.8 ,9.8 ,5.0 ,6.0 ,4.5 ,7.0 ,7.1 
191,9.3 ,5.6 ,8.8 ,5.1 ,5.1 ,8.6 ,7.7 ,8.3 ,7.4 ,6.0 ,6.4 ,6.7 ,9.5 ,4.2 ,5.0 ,8.2 ,6.1 ,4.7 ,8.1 ,5.6 ,9.7 ,9.2 ,6.8 ,10.0 ,8.8 ,8.1 ,8.4 ,5.0 ,5.5 ,6.4 ,9.9 ,9.3 ,7.5 ,5.2 ,5.5 ,8.2 
192,8.3 ,4.4 ,9.7 ,9.5 ,4.3 ,7.0 ,8.3 ,4.9 ,9.0 ,8.2 ,8.6 ,8.7 ,4.2 ,9.9 ,9.7 ,7.0 ,8.2 ,9.8 ,5.5 ,8.7 ,9.9 ,4.4 ,8.9 ,8.5 ,9.8 ,7.4 ,6.9 ,4.1 ,4.2 ,9.2 ,6.5 ,6.6 ,5.1 ,9.2 ,6.7 ,7.7 
193,8.5 ,6.9 ,7.8 ,7.5 ,4.3 ,9.1 ,6.9 ,6.2 ,8.4 ,6.3 ,5.5 ,5.3 ,9.7 ,6.2 ,7.2 ,9.3 ,8.9 ,5.5 ,4.3 ,6.6 ,6.5 ,5.4 ,6.1 ,4.1 ,9.2 ,6.1 ,6.9 ,6.1 ,7.7 ,4.1 ,9.0 ,7.5 ,6.1 ,4.6 ,9.6 ,9.6 
194,6.7 ,6.9 ,5.6 ,7.6 ,7.5 ,7.3 ,5.5 ,6.2 ,4.0 ,5.1 ,5.6 ,9.1 ,5.7 ,8.8 ,5.4 ,7.8 ,9.9 ,7.7 ,6.5 ,9.0 ,9.2 ,6.9 ,5.8 ,9.7 ,9.1 ,7.4 ,9.1 ,5.4 ,8.4 ,4.5 ,8.8 ,7.0 ,4.6 ,6.5 ,4.9 ,10.0 
195,6.5 ,8.9 ,5.0 ,9.5 ,8.4 ,6.4 ,8.7 ,4.4 ,7.0 ,8.0 ,6.0 ,8.7 ,8.3 ,5.6 ,5.8 ,8.4 ,9.4 ,9.3 ,9.1 ,4.9 ,5.5 ,7.9 ,8.1 ,8.9 ,7.3 ,6.3 ,5.4 ,4.3 ,8.6 ,7.1 ,4.2 ,6.0 ,5.8 ,4.2 ,5.7 ,8.7 
196,5.5 ,7.8 ,4.8 ,4.0 ,9.0 ,4.7 ,7.0 ,7.2 ,4.7 ,6.8 ,5.8 ,6.0 ,8.6 ,8.2 ,6.2 ,9.1 ,6.5 ,4.2 ,4.4 ,5.4 ,8.0 ,8.3 ,9.1 ,5.7 ,8.7 ,6.1 ,9.8 ,6.6 ,7.2 ,7.1 ,4.1 ,4.4 ,8.6 ,9.9 ,4.9 ,6.1 
197,8.6 ,8.5 ,4.1 ,5.6 ,8.1 ,9.0 ,8.6 ,4.5 ,4.4 ,8.4 ,5.5 ,6.3 ,5.0 ,7.7 ,5.7 ,8.5 ,7.1 ,4.9 ,9.6 ,8.8 ,9.3 ,5.5 ,5.2 ,4.6 ,6.9 ,10.0 ,7.5 ,4.8 ,4.8 ,6.0 ,6.2 ,8.4 ,8.5 ,6.3 ,7.4 ,6.2 
198,4.8 ,7.2 ,4.1 ,7.2 ,5.3 ,5.5 ,5.6 ,4.7 ,6.7 ,7.5 ,9.0 ,8.6 ,8.3 ,10.0 ,9.4 ,4.2 ,7.5 ,6.8 ,9.4 ,9.1 ,8.6 ,4.6 ,5.5 ,4.6 ,5.0 ,4.5 ,8.0 ,6.9 ,9.0 ,8.8 ,8.9 ,7.5 ,5.7 ,5.0 ,6.3 ,4.9 
199,5.8 ,9.4 ,7.7 ,8.6 ,8.6 ,4.2 ,6.7 ,7.2 ,5.1 ,4.6 ,5.1 ,5.5 ,6.9 ,4.0 ,4.1 ,4.6 ,5.0 ,7.3 ,5.0 ,6.9 ,5.8 ,7.4 ,5.4 ,5.8 ,8.7 ,9.1 ,9.2 ,6.1 ,4.3 ,5.2 ,6.6 ,9.5 ,7.9 ,9.8 ,5.5 ,4.7 
200,6.9 ,6.7 ,6.0 ,7.5 ,4.8 ,8.9 ,6.0 ,9.4 ,4.5 ,6.9 ,6.3 ,6.4 ,5.8 ,6.6 ,8.7 ,9.1 ,4.1 ,4.8 ,8.4 ,5.4 ,8.3 ,7.4 ,6.2 ,6.0 ,8.3 ,7.1 ,5.9 ,5.0 ,5.7 ,7.3 ,5.3 ,5.3 ,9.1 ,5.0 ,9.2 ,5.9 
201,4.5 ,7.5 ,7.9 ,9.9 ,7.5 ,6.8 ,6.4 ,4.2 ,8.5 ,6.7 ,5.6 ,10.0 ,4.3 ,7.3 ,4.5 ,5.6 ,8.1 ,4.6 ,6.3 ,9.6 ,6.6 ,4.1 ,8.2 ,9.4 ,4.7 ,8.6 ,9.0 ,8.8 ,4.7 ,6.4 ,6.9 ,6.5 ,5.3 ,5.2 ,7.5 ,4.1 
202,7.4 ,8.6 ,5.2 ,7.7 ,6.7 ,7.4 ,8.0 ,6.7 ,6.4 ,9.8 ,4.4 ,5.4 ,4.0 ,4.3 ,6.0 ,5.3 ,8.2 ,4.7 ,8.1 ,7.7 ,5.5 ,9.0 ,6.3 ,7.0 ,7.2 ,6.4 ,8.6 ,5.8 ,4.9 ,4.6 ,7.5 ,7.7 ,5.1 ,9.5 ,8.0 ,5.5 
203,9.4 ,7.3 ,9.2 ,9.5 ,8.9 ,6.2 ,5.7 ,7.6 ,7.3 ,9.5 ,8.8 ,5.3 ,6.0 ,4.7 ,7.3 ,5.2 ,6.5 ,5.7 ,5.4 ,9.4 ,4.7 ,5.7 ,6.9 ,8.9 ,8.1 ,9.6 ,4.1 ,9.5 ,4.4 ,9.6 ,8.7 ,7.2 ,6.3 ,9.4 ,5.3 ,6.8 
204,6.2 ,6.3 ,9.1 ,5.3 ,10.0 ,6.6 ,7.8 ,4.8 ,4.6 ,6.5 ,7.7 ,5.7 ,5.8 ,9.3 ,4.4 ,6.1 ,4.9 ,5.2 ,7.4 ,6.1 ,5.2 ,6.4 ,4.4 ,9.7 ,4.3 ,8.9 ,7.5 ,7.0 ,7.3 ,5.1 ,8.5 ,8.9 ,4.1 ,8.8 ,8.3 ,6.9 
205,7.0 ,4.2 ,4.0 ,4.7 ,6.5 ,7.7 ,9.5 ,5.3 ,4.4 ,7.0 ,9.3 ,7.7 ,8.2 ,7.2 ,6.2 ,5.4 ,8.0 ,9.1 ,9.7 ,9.5 ,5.6 ,4.7 ,5.3 ,6.7 ,8.1 ,6.7 ,5.5 ,6.6 ,4.5 ,9.8 ,9.1 ,9.4 ,8.3 ,8.3 ,5.5 ,8.7 
206,10.0 ,7.5 ,8.0 ,8.0 ,4.9 ,8.8 ,6.0 ,9.9 ,4.0 ,9.7 ,6.4 ,4.6 ,9.7 ,5.6 ,6.5 ,5.8 ,5.3 ,6.6 ,4.4 ,6.5 ,6.8 ,8.1 ,9.2 ,9.4 ,4.6 ,5.4 ,8.5 ,6.4 ,4.4 ,5.6 ,8.5 ,7.3 ,8.0 ,6.7 ,8.7 ,8.5 
207,6.6 ,6.2 ,6.3 ,8.9 ,7.0 ,6.6 ,7.1 ,7.2 ,8.8 ,5.8 ,5.8 ,5.5 ,4.8 ,4.5 ,8.1 ,4.3 ,9.0 ,9.8 ,7.8 ,6.5 ,5.8 ,5.1 ,4.0 ,8.6 ,7.7 ,6.7 ,4.7 ,8.5 ,8.5 ,5.2 ,7.3 ,6.3 ,9.7 ,6.4 ,5.8 ,4.7 
208,4.5 ,4.7 ,9.7 ,8.4 ,7.6 ,5.3 ,4.1 ,6.3 ,5.1 ,7.5 ,6.3 ,8.6 ,4.6 ,4.6 ,4.9 ,7.2 ,8.5 ,4.3 ,7.5 ,7.9 ,5.6 ,5.5 ,5.2 ,6.3 ,8.4 ,5.4 ,4.3 ,5.5 ,8.2 ,4.2 ,4.2 ,7.6 ,9.7 ,5.0 ,5.1 ,8.9 
209,7.5 ,8.6 ,5.8 ,5.3 ,8.5 ,4.3 ,4.8 ,7.0 ,8.5 ,5.6 ,8.9 ,5.1 ,4.0 ,7.9 ,4.6 ,9.2 ,7.7 ,9.6 ,5.6 ,8.1 ,9.0 ,6.6 ,8.6 ,4.7 ,9.8 ,8.2 ,4.4 ,4.2 ,5.6 ,9.4 ,4.6 ,8.5 ,5.5 ,9.1 ,4.3 ,7.0 
210,4.6 ,7.2 ,6.7 ,4.1 ,7.4 ,8.7 ,9.3 ,5.3 ,8.0 ,9.0 ,4.6 ,7.3 ,5.6 ,8.6 ,4.6 ,8.2 ,10.0 ,6.2 ,8.4 ,4.5 ,7.6 ,4.4 ,8.7 ,5.6 ,7.2 ,7.3 ,9.4 ,6.8 ,5.2 ,8.0 ,9.0 ,7.7 ,7.0 ,8.6 ,6.7 ,5.0 
211,9.2 ,4.7 ,9.2 ,9.4 ,9.6 ,7.3 ,4.9 ,8.0 ,4.8 ,5.1 ,9.7 ,7.8 ,5.0 ,8.8 ,5.5 ,6.3 ,9.1 ,6.9 ,8.8 ,9.5 ,7.1 ,6.3 ,7.0 ,9.7 ,7.6 ,7.3 ,7.1 ,4.5 ,8.4 ,7.0 ,9.4 ,10.0 ,7.5 ,4.9 ,6.5 ,7.7 
212,9.0 ,9.8 ,8.2 ,4.5 ,8.7 ,8.1 ,4.0 ,7.9 ,9.2 ,6.7 ,4.3 ,6.8 ,8.5 ,9.8 ,6.9 ,4.1 ,5.7 ,7.1 ,6.0 ,6.0 ,9.1 ,7.6 ,7.1 ,8.1 ,6.3 ,6.0 ,4.1 ,8.7 ,9.8 ,5.1 ,4.8 ,9.2 ,8.8 ,6.6 ,8.7 ,8.3 
213,7.7 ,6.7 ,4.2 ,9.1 ,4.1 ,8.5 ,6.5 ,9.2 ,7.8 ,9.3 ,9.8 ,5.8 ,8.6 ,7.2 ,5.8 ,7.7 ,5.9 ,7.9 ,8.3 ,5.9 ,9.7 ,4.7 ,4.3 ,6.9 ,9.0 ,4.5 ,5.7 ,6.4 ,8.0 ,8.9 ,9.9 ,5.3 ,6.1 ,7.7 ,8.9 ,9.1 
214,5.2 ,5.0 ,7.9 ,6.0 ,6.5 ,8.2 ,9.8 ,8.4 ,8.7 ,9.3 ,8.9 ,4.4 ,7.5 ,8.6 ,5.7 ,6.4 ,9.6 ,9.2 ,6.7 ,6.4 ,5.7 ,8.0 ,8.9 ,8.5 ,6.7 ,5.2 ,7.7 ,9.3 ,6.5 ,6.1 ,5.9 ,5.2 ,7.6 ,7.2 ,9.2 ,7.6 
215,7.6 ,7.3 ,8.4 ,8.9 ,6.6 ,4.2 ,7.4 ,8.6 ,7.4 ,9.8 ,5.6 ,6.9 ,7.7 ,6.7 ,8.9 ,10.0 ,9.0 ,5.1 ,5.3 ,7.0 ,8.0 ,8.1 ,8.8 ,9.8 ,6.9 ,7.5 ,7.9 ,5.2 ,9.5 ,8.8 ,4.8 ,4.1 ,5.8 ,9.9 ,4.7 ,5.3 
216,9.9 ,6.0 ,7.7 ,6.1 ,8.9 ,5.0 ,6.8 ,6.2 ,4.1 ,9.7 ,6.3 ,6.4 ,4.0 ,8.8 ,9.5 ,6.4 ,5.2 ,4.2 ,7.6 ,8.9 ,8.6 ,9.1 ,7.4 ,4.7 ,7.6 ,6.0 ,7.0 ,4.8 ,4.6 ,7.4 ,9.4 ,6.6 ,4.2 ,6.0 ,4.6 ,4.6 
217,7.2 ,9.2 ,7.0 ,9.0 ,4.2 ,6.4 ,8.4 ,7.7 ,9.8 ,4.2 ,7.2 ,6.8 ,9.2 ,6.9 ,7.8 ,7.8 ,7.3 ,5.6 ,5.6 ,8.6 ,7.7 ,5.9 ,6.3 ,7.9 ,5.5 ,6.3 ,5.7 ,8.6 ,4.1 ,7.0 ,8.1 ,5.7 ,10.0 ,7.1 ,9.7 ,8.8 
218,6.3 ,9.0 ,7.0 ,7.9 ,4.7 ,4.4 ,7.2 ,7.3 ,6.6 ,6.4 ,4.5 ,7.3 ,7.4 ,8.2 ,8.6 ,9.8 ,8.7 ,8.3 ,7.4 ,6.8 ,4.5 ,6.6 ,5.4 ,6.9 ,4.4 ,6.6 ,6.0 ,8.4 ,6.8 ,9.5 ,6.2 ,10.0 ,8.8 ,7.3 ,7.3 ,6.8 
219,6.1 ,5.7 ,5.2 ,4.0 ,5.2 ,4.9 ,9.8 ,9.2 ,6.1 ,7.8 ,6.0 ,4.7 ,5.4 ,4.6 ,5.3 ,6.1 ,4.6 ,9.1 ,9.1 ,9.4 ,4.5 ,7.0 ,9.4 ,9.5 ,8.8 ,4.5 ,4.7 ,4.2 ,4.3 ,5.1 ,6.7 ,5.9 ,5.3 ,7.0 ,7.5 ,6.5 
220,8.8 ,8.8 ,4.5 ,6.5 ,8.8 ,8.7 ,4.1 ,8.2 ,8.3 ,6.5 ,4.4 ,6.4 ,8.3 ,9.6 ,4.3 ,7.7 ,5.0 ,8.7 ,4.8 ,4.0 ,5.4 ,6.3 ,6.9 ,7.7 ,6.1 ,4.7 ,4.9 ,7.5 ,8.6 ,7.8 ,8.1 ,6.2 ,5.4 ,4.8 ,8.1 ,5.0 
221,8.1 ,8.2 ,6.3 ,4.3 ,5.3 ,8.2 ,6.8 ,5.4 ,6.1 ,4.3 ,6.3 ,4.5 ,9.3 ,7.0 ,4.0 ,5.3 ,4.1 ,4.9 ,7.1 ,7.7 ,4.4 ,9.4 ,7.7 ,7.7 ,5.8 ,6.2 ,8.9 ,8.2 ,7.2 ,6.9 ,4.4 ,6.0 ,5.4 ,6.5 ,5.8 ,5.5 
222,6.7 ,4.8 ,7.1 ,7.0 ,10.0 ,5.2 ,8.8 ,8.0 ,6.0 ,6.2 ,7.2 ,9.7 ,8.7 ,9.4 ,8.6 ,6.0 ,6.7 ,9.6 ,5.0 ,9.2 ,10.0 ,4.1 ,4.7 ,4.0 ,6.0 ,7.7 ,9.5 ,9.2 ,5.1 ,4.1 ,7.1 ,4.3 ,4.3 ,4.1 ,6.7 ,7.1 
223,9.4 ,4.3 ,6.1 ,4.4 ,7.7 ,8.3 ,7.1 ,9.0 ,9.8 ,4.1 ,5.5 ,8.5 ,8.9 ,9.8 ,7.7 ,5.5 ,9.6 ,4.3 ,9.0 ,6.0 ,6.9 ,8.1 ,8.6 ,4.2 ,4.5 ,9.6 ,9.9 ,4.6 ,8.4 ,5.1 ,5.2 ,7.4 ,5.5 ,4.5 ,9.8 ,5.1 
224,10.0 ,9.0 ,4.7 ,7.1 ,4.9 ,8.3 ,4.1 ,7.8 ,9.3 ,6.3 ,6.1 ,4.6 ,8.3 ,7.0 ,4.6 ,4.8 ,9.5 ,4.7 ,6.7 ,7.2 ,5.9 ,5.5 ,8.6 ,4.8 ,4.2 ,8.2 ,9.4 ,6.0 ,5.9 ,7.1 ,4.2 ,7.9 ,6.5 ,9.5 ,9.3 ,6.6 
225,5.0 ,7.5 ,9.2 ,9.3 ,4.1 ,5.3 ,5.3 ,5.6 ,7.5 ,8.8 ,8.0 ,7.0 ,6.6 ,6.0 ,6.1 ,9.9 ,4.8 ,8.4 ,8.4 ,9.4 ,5.4 ,6.9 ,8.4 ,6.8 ,9.4 ,9.4 ,8.1 ,6.5 ,5.0 ,6.0 ,9.0 ,9.0 ,8.8 ,9.7 ,6.5 ,8.4 
226,6.1 ,4.4 ,5.3 ,8.8 ,9.3 ,5.9 ,7.9 ,4.6 ,8.8 ,5.4 ,8.2 ,7.6 ,4.4 ,8.4 ,6.4 ,8.1 ,6.2 ,6.1 ,6.9 ,6.9 ,6.9 ,4.1 ,6.9 ,4.4 ,5.2 ,7.4 ,6.0 ,4.7 ,6.6 ,7.6 ,7.1 ,7.3 ,8.6 ,8.8 ,5.5 ,6.8 
227,6.8 ,7.0 ,4.6 ,5.1 ,8.3 ,8.7 ,4.2 ,8.3 ,7.5 ,9.2 ,7.6 ,6.1 ,5.4 ,8.0 ,6.8 ,6.6 ,4.6 ,5.8 ,6.5 ,5.2 ,8.8 ,8.0 ,9.1 ,4.7 ,4.8 ,5.0 ,8.5 ,4.7 ,6.1 ,4.4 ,9.0 ,5.8 ,4.7 ,6.5 ,5.4 ,9.5 
228,7.3 ,4.8 ,6.8 ,4.8 ,4.4 ,8.2 ,6.9 ,8.7 ,9.7 ,7.9 ,9.9 ,8.1 ,7.7 ,9.0 ,9.8 ,5.1 ,7.1 ,5.5 ,8.8 ,5.2 ,7.5 ,5.8 ,5.6 ,7.2 ,8.9 ,4.2 ,9.6 ,7.8 ,4.9 ,9.1 ,5.9 ,6.5 ,8.1 ,5.7 ,5.1 ,9.6 
229,6.6 ,6.2 ,9.4 ,8.9 ,5.1 ,7.3 ,4.7 ,8.4 ,6.2 ,7.5 ,10.0 ,6.4 ,6.1 ,6.3 ,4.4 ,7.1 ,6.0 ,7.9 ,9.1 ,7.3 ,5.8 ,5.7 ,6.7 ,7.6 ,7.6 ,5.3 ,9.2 ,9.9 ,9.3 ,5.0 ,7.7 ,9.3 ,8.0 ,8.1 ,9.9 ,6.3 
230,9.8 ,9.1 ,6.7 ,4.2 ,6.2 ,6.9 ,9.4 ,8.6 ,7.8 ,9.4 ,8.4 ,5.6 ,8.5 ,8.1 ,5.7 ,6.9 ,4.9 ,6.5 ,7.6 ,7.6 ,5.6 ,7.0 ,10.0 ,8.3 ,10.0 ,4.7 ,4.8 ,7.8 ,7.4 ,6.9 ,4.1 ,5.7 ,8.0 ,8.9 ,6.0 ,4.9 
231,5.7 ,7.6 ,9.6 ,9.3 ,9.2 ,5.0 ,6.6 ,5.1 ,4.7 ,6.4 ,7.0 ,9.4 ,6.7 ,8.7 ,8.7 ,5.7 ,8.7 ,9.9 ,6.8 ,7.0 ,6.7 ,9.5 ,9.1 ,7.6 ,9.6 ,7.5 ,6.8 ,4.2 ,5.7 ,4.0 ,6.6 ,9.3 ,7.0 ,7.3 ,7.0 ,7.0 
232,7.5 ,6.6 ,5.6 ,9.6 ,8.0 ,6.5 ,8.4 ,6.9 ,6.6 ,8.8 ,7.3 ,6.3 ,6.6 ,8.6 ,8.6 ,5.0 ,8.1 ,5.6 ,6.1 ,5.8 ,5.3 ,7.0 ,9.0 ,8.1 ,9.0 ,7.1 ,9.3 ,9.0 ,5.5 ,9.7 ,4.2 ,4.4 ,9.0 ,7.9 ,6.7 ,5.2 
233,5.5 ,9.6 ,5.4 ,7.7 ,6.9 ,8.0 ,6.2 ,9.6 ,6.7 ,7.2 ,5.9 ,9.4 ,9.0 ,6.3 ,7.6 ,6.1 ,6.2 ,5.8 ,5.9 ,5.3 ,5.3 ,8.0 ,5.8 ,9.7 ,4.9 ,5.1 ,4.7 ,9.1 ,4.5 ,5.7 ,6.6 ,5.1 ,7.4 ,9.7 ,8.9 ,5.8 
234,5.6 ,7.2 ,6.0 ,5.8 ,6.8 ,5.7 ,9.1 ,9.5 ,7.5 ,8.3 ,8.1 ,9.9 ,4.1 ,8.6 ,8.3 ,9.6 ,8.9 ,8.9 ,10.0 ,8.3 ,8.4 ,9.7 ,4.3 ,5.1 ,5.5 ,7.2 ,5.2 ,6.4 ,7.2 ,8.3 ,6.4 ,9.9 ,5.6 ,9.5 ,8.8 ,8.7 
235,9.1 ,7.8 ,9.0 ,9.8 ,8.4 ,6.4 ,4.9 ,4.8 ,5.7 ,6.6 ,7.5 ,4.8 ,4.1 ,6.0 ,7.7 ,7.5 ,9.2 ,8.0 ,9.0 ,9.0 ,6.7 ,4.8 ,5.9 ,8.4 ,8.1 ,9.8 ,4.4 ,8.3 ,9.2 ,8.6 ,7.0 ,5.2 ,8.8 ,7.3 ,5.8 ,7.7 
236,7.5 ,5.5 ,8.0 ,5.3 ,5.6 ,4.1 ,8.9 ,5.4 ,8.4 ,5.5 ,7.1 ,4.7 ,7.7 ,4.2 ,6.8 ,7.4 ,6.5 ,8.6 ,5.5 ,4.9 ,8.7 ,6.7 ,6.0 ,9.4 ,4.1 ,6.8 ,8.9 ,4.9 ,6.2 ,8.4 ,9.7 ,9.5 ,7.1 ,9.4 ,4.3 ,8.6 
237,8.2 ,4.2 ,10.0 ,8.7 ,6.3 ,6.9 ,4.2 ,6.8 ,5.9 ,5.9 ,6.4 ,5.3 ,8.2 ,6.4 ,7.5 ,6.9 ,9.9 ,9.7 ,9.4 ,8.5 ,9.6 ,4.7 ,8.0 ,8.6 ,4.9 ,6.2 ,4.3 ,7.3 ,7.6 ,4.6 ,7.6 ,8.5 ,7.5 ,5.8 ,7.4 ,6.1 
238,7.2 ,4.6 ,5.5 ,7.4 ,6.2 ,6.4 ,9.2 ,7.3 ,8.0 ,5.0 ,4.3 ,9.0 ,6.4 ,5.9 ,6.3 ,9.0 ,4.3 ,7.0 ,4.3 ,5.1 ,7.2 ,9.6 ,8.6 ,7.5 ,10.0 ,9.3 ,4.1 ,7.2 ,4.2 ,9.6 ,8.4 ,9.4 ,9.4 ,4.6 ,7.5 ,8.7 
239,5.9 ,9.5 ,6.9 ,9.9 ,4.9 ,4.1 ,6.2 ,5.5 ,5.9 ,6.6 ,9.4 ,5.9 ,9.8 ,6.7 ,5.3 ,8.5 ,9.0 ,7.3 ,7.6 ,7.2 ,7.0 ,4.5 ,6.0 ,8.4 ,6.1 ,5.2 ,8.7 ,8.4 ,6.3 ,7.7 ,5.8 ,9.3 ,5.6 ,8.8 ,6.1 ,4.8 
240,6.3 ,4.7 ,9.2 ,5.2 ,7.6 ,6.9 ,9.4 ,6.6 ,4.5 ,8.8 ,9.6 ,7.1 ,8.8 ,5.7 ,6.8 ,7.2 ,6.2 ,5.0 ,4.7 ,8.4 ,8.3 ,5.3 ,9.6 ,7.5 ,9.1 ,4.9 ,9.7 ,9.3 ,7.2 ,4.1 ,4.7 ,6.6 ,6.0 ,8.5 ,8.8 ,6.8 
241,8.7 ,6.0 ,6.1 ,5.7 ,6.5 ,8.7 ,9.6 ,7.5 ,5.3 ,5.4 ,6.0 ,9.2 ,9.4 ,9.0 ,8.4 ,9.6 ,5.6 ,9.4 ,8.1 ,9.8 ,4.2 ,8.2 ,6.5 ,8.0 ,4.3 ,6.7 ,8.3 ,9.1 ,5.2 ,9.3 ,5.0 ,9.6 ,9.5 ,5.2 ,7.7 ,8.0 
242,6.0 ,7.9 ,6.4 ,5.1 ,7.5 ,8.6 ,5.2 ,7.1 ,5.1 ,6.8 ,7.0 ,8.3 ,8.7 ,9.4 ,4.3 ,4.5 ,4.2 ,6.7 ,5.4 ,6.7 ,6.0 ,8.0 ,9.7 ,8.3 ,6.1 ,9.7 ,5.1 ,4.8 ,7.5 ,9.7 ,5.3 ,5.4 ,4.3 ,6.1 ,5.6 ,8.2 
243,7.5 ,4.6 ,7.5 ,7.3 ,4.0 ,9.1 ,6.9 ,9.3 ,4.4 ,9.4 ,4.7 ,6.0 ,5.7 ,7.2 ,6.6 ,5.8 ,6.1 ,6.6 ,5.6 ,5.7 ,8.9 ,9.2 ,9.5 ,7.5 ,9.4 ,4.3 ,5.8 ,6.7 ,5.4 ,5.3 ,4.2 ,7.1 ,6.1 ,5.5 ,6.0 ,9.2 
244,9.5 ,5.7 ,4.2 ,7.8 ,9.0 ,4.6 ,5.5 ,7.1 ,8.3 ,6.7 ,6.2 ,5.7 ,7.2 ,5.4 ,6.1 ,8.2 ,8.8 ,5.1 ,6.0 ,6.2 ,10.0 ,5.7 ,9.6 ,5.2 ,5.3 ,7.3 ,7.9 ,9.3 ,7.5 ,9.3 ,6.7 ,6.6 ,8.0 ,7.5 ,7.1 ,5.8 
245,4.7 ,6.1 ,8.2 ,6.5 ,7.5 ,9.2 ,8.5 ,7.0 ,8.2 ,5.1 ,7.5 ,6.4 ,4.8 ,6.0 ,8.0 ,6.9 ,8.6 ,8.8 ,8.2 ,8.9 ,4.7 ,5.0 ,9.7 ,6.6 ,8.9 ,7.5 ,9.0 ,9.6 ,9.4 ,9.1 ,5.3 ,6.6 ,8.9 ,8.0 ,5.0 ,6.0 
